key,screens,English,Hindi,Hinglish,audit flags,review status
youtube_focus_accessibility_storage,YoutubeStudyV2Screen,"What is saved: channel names or @handles in your productive list stay on this device. Daily viewing totals sync to SAFAR for analytics. Raw screen text, video titles, descriptions, and comments are not uploaded by this feature.","क्या save होता है: productive list के channel names या @handles इसी device पर रहते हैं। Daily viewing totals analytics के लिए SAFAR से sync होते हैं। Raw screen text, video titles, descriptions और comments upload नहीं होते।","kya save hota hai: productive list ke channel names ya @handles isi device par rehte hain. Daily viewing totals analytics ke liye SAFAR se sync hote hain. Raw screen text, video titles, descriptions aur comments upload nahi hote.",Latin text in Hindi: inspect names/technical terms,Needs human review
youtube_focus_accessibility_title,YoutubeStudyV2Screen,Accessibility access for YouTube Focus,YouTube Focus के लिए Accessibility access,YouTube Focus ke liye Accessibility access,Latin text in Hindi: inspect names/technical terms,Needs human review
youtube_focus_add_channel,YoutubeStudyV2Screen,Add channel,Channel जोड़ें,Channel jodein,Latin text in Hindi: inspect names/technical terms,Needs human review
youtube_focus_add_channel_below,YoutubeStudyV2Screen,Add a channel below.,नीचे channel जोड़ें।,neeche channel jodein.,Latin text in Hindi: inspect names/technical terms,Needs human review
youtube_focus_add_channel_title,YoutubeStudyV2Screen,Add the channel exactly as YouTube shows it,Channel को ठीक वैसे जोड़ें जैसे YouTube दिखाता है,Channel ko theek vaise jodein jaise YouTube dikhaata hai,Latin text in Hindi: inspect names/technical terms,Needs human review
youtube_focus_add_productive,YoutubeStudyV2AccessibilityService,Add to productive,Productive में जोड़ें,Productive mein jodein,Latin text in Hindi: inspect names/technical terms,Needs human review
youtube_focus_allow_list_empty,YoutubeStudyV2Screen,Your allow list is empty.,आपकी allow list खाली है।,aapki allow list khaali hai.,Latin text in Hindi: inspect names/technical terms,Needs human review
youtube_focus_back_permissions,YoutubeStudyV2Screen,← Back to permissions,← Permissions पर वापस जाएँ,← Permissions par wapas jaayein,Latin text in Hindi: inspect names/technical terms,Needs human review
youtube_focus_benefit_allow_productive,YoutubeStudyV2Screen,Your productive channels stay open,आपके productive channels खुले रहेंगे,aapke productive channels khule rahenge,Latin text in Hindi: inspect names/technical terms,Needs human review
youtube_focus_benefit_block_channels,YoutubeStudyV2Screen,Distracting channels are blocked automatically,Distracting channels अपने-आप block होंगे,Distracting channels apne-aap block honge,Latin text in Hindi: inspect names/technical terms,Needs human review
youtube_focus_benefit_block_shorts,YoutubeStudyV2Screen,YouTube Shorts stay blocked,YouTube Shorts हमेशा block रहेंगे,YouTube Shorts hamesha block rahenge,Latin text in Hindi: inspect names/technical terms,Needs human review
youtube_focus_beta_about,YoutubeFocusBetaBadge,About YouTube Focus Beta,YouTube Focus Beta के बारे में,YouTube Focus Beta ke baare mein,Latin text in Hindi: inspect names/technical terms,Needs human review
youtube_focus_beta_body,YoutubeFocusBetaBadge,We’re still testing YouTube Focus. You may notice a small delay or issue now and then—we’re improving it every day.,हम अभी YouTube Focus को test कर रहे हैं। कभी-कभी थोड़ा delay या छोटी दिक्कत आ सकती है—हम इसे हर दिन बेहतर बना रहे हैं।,hum abhi YouTube Focus ko test kar rahe hain. kabhi-kabhi thoda delay ya chhoti dikkat a sakti hai—hum ise har din behtar bana rahe hain.,Latin text in Hindi: inspect names/technical terms,Needs human review
youtube_focus_beta_title,YoutubeFocusBetaBadge,YouTube Focus is in Beta,YouTube Focus अभी Beta में है,YouTube Focus abhi Beta mein hai,Latin text in Hindi: inspect names/technical terms,Needs human review
youtube_focus_channel_blocked,YoutubeStudyV2AccessibilityService,Channel blocked,Channel block है,Channel block hai,Latin text in Hindi: inspect names/technical terms,Needs human review
youtube_focus_channel_not_allowed_body,YoutubeStudyV2AccessibilityService,%1$s isn’t in your productive list. Add it now to keep watching.,%1$s आपकी productive list में नहीं है। देखते रहने के लिए इसे अभी add करें।,%1$s aapki productive list mein nahi hai. dekhate rehne ke liye ise abhi add karein.,Latin text in Hindi: inspect names/technical terms,Needs human review
youtube_focus_channel_placeholder,YoutubeStudyV2Screen,Channel name or @handle shown by YouTube,YouTube पर दिख रहा channel name या @handle,YouTube par dikha raha channel name ya @handle,Latin text in Hindi: inspect names/technical terms,Needs human review
youtube_focus_channel_unidentified,YoutubeStudyV2AccessibilityService,Couldn’t identify this channel,यह channel पहचान नहीं पाए,yeh channel pahacana nahi paaye,Latin text in Hindi: inspect names/technical terms,Needs human review
youtube_focus_channel_unidentified_body,YoutubeStudyV2AccessibilityService,SAFAR couldn’t read the channel name or handle. Expand the player and try again.,SAFAR channel name या handle नहीं पढ़ पाया। Player expand करके फिर try करें।,SAFAR channel name ya handle nahi padh paaya. Player expand karke phir try karein.,Latin text in Hindi: inspect names/technical terms,Needs human review
youtube_focus_channels_allowed,YoutubeStudyV2Screen,Channels allowed,Allowed channels,Allowed channels,Latin text in Hindi: inspect names/technical terms,Needs human review
youtube_focus_channels_on_phone,YoutubeStudyV2Screen,Channels on this phone,इस phone के channels,is phone ke channels,Latin text in Hindi: inspect names/technical terms,Needs human review
youtube_focus_coming_soon,YoutubeStudyV2Screen,Coming soon to SAFAR,जल्द SAFAR में आ रहा है,jalda SAFAR mein a raha hai,Latin text in Hindi: inspect names/technical terms,Needs human review
youtube_focus_coming_soon_body,YoutubeStudyV2Screen,Good things take a little time.,अच्छी चीज़ों में थोड़ा समय लगता है।,acchi cizom mein thoda samay lagata hai.,,Needs human review
youtube_focus_delete_channel,YoutubeStudyV2Screen,Delete channel,Channel delete करें,Channel delete karein,Latin text in Hindi: inspect names/technical terms,Needs human review
youtube_focus_exact_channel_help,YoutubeStudyV2Screen,Add the exact name or @handle shown by YouTube on this phone.,"इस phone पर YouTube जो exact name या @handle दिखाता है, वही जोड़ें।","is phone par YouTube jo exact name ya @handle dikhaata hai, vahi jodein.",Latin text in Hindi: inspect names/technical terms,Needs human review
youtube_focus_fix_battery,YoutubeStudyV2Screen,Fix your phone’s battery settings,Phone की battery settings ठीक करें,Phone ki battery settings theek karein,Latin text in Hindi: inspect names/technical terms,Needs human review
